player_id,full_name,birth_date,age,nationality,primary_position
marco_friedl,Marco Friedl,3/16/98,28,Austria,Defender
julian_malatini,Julian Malatini,5/31/01,24,Argentina,Defender
amos_pieper,Amos Pieper,1/17/98,28,Germany,Defender
mick_schmetgens,Mick Schmetgens,9/9/07,18,Germany,Defender
niklas_stark,Niklas Stark,4/14/95,31,Germany,Defender
yukinari_sugawara,Yukinari Sugawara,6/28/00,25,Japan,Defender
maximilian_wober,Maximilian Wober,2/4/98,28,Austria,Defender
leonardo_bittencourt,Leonardo Bittencourt,12/19/93,32,Germany,Midfielder
patrice_covic,Patrice Covic,6/25/07,18,Croatia,Midfielder
olivier_deman,Olivier Deman,4/6/00,26,Belgium,Midfielder
senne_lynen,Senne Lynen,2/19/99,27,Belgium,Midfielder
cameron_puertas,Cameron Puertas,8/18/98,27,Spain,Midfielder
romano_schmid,Romano Schmid,1/27/00,26,Austria,Midfielder
jens_stage,Jens Stage,11/8/96,29,Denmark,Midfielder
victor_boniface,Victor Boniface,12/23/00,25,Nigeria,Forward
marco_grull,Marco Grull,7/6/98,27,Austria,Forward
samuel_mbangula,Samuel Mbangula,1/16/04,22,Belgium,Forward
jovan_milosevic,Jovan Milosevic,7/31/05,20,Serbia,Forward
salim_musah,Salim Musah,2/22/06,20,Germany,Forward
justin_njinmah,Justin Njinmah,11/15/00,25,Germany,Forward
isaac_schmidt,Isaac Schmidt,12/7/99,26,Switzerland,Forward
keke_topp,Keke Topp,3/25/04,22,Germany,Forward
kamil_grabara,Kamil Grabara,1/8/99,27,Poland,Goalkeeper
marius_muller,Marius Muller,7/12/93,32,Germany,Goalkeeper
pavao_pervan,Pavao Pervan,11/13/87,38,Austria,Goalkeeper
jonas_adjetey,Jonas Adjetey,12/13/03,22,Ghana,Defender
jeanuel_belocian,Jeanuel Belocian,2/17/05,21,France,Defender
kilian_fischer,Kilian Fischer,10/12/00,25,Germany,Defender
moritz_jenz,Moritz Jenz,4/30/99,27,Germany,Defender
sael_kumbedi,Sael Kumbedi,3/26/05,21,France,Defender
joakim_maehle,Joakim Maehle,5/20/97,29,Denmark,Defender
jenson_seelt,Jenson Seelt,5/23/03,23,Netherlands,Defender
denis_vavro,Denis Vavro,4/10/96,30,Slovakia,Defender
maximilian_arnold,Maximilian Arnold,5/27/94,32,Germany,Midfielder
christian_eriksen,Christian Eriksen,2/14/92,34,Denmark,Midfielder
yannick_gerhardt,Yannick Gerhardt,3/13/94,32,Germany,Midfielder
pharell_hensel,Pharell Hensel,6/8/07,18,Germany,Midfielder
konstantinos_koulierakis,Konstantinos Koulierakis,11/28/03,22,Greece,Midfielder
jesper_lindstrom,Jesper Lindstrom,2/29/00,26,Denmark,Midfielder
lovro_majer,Lovro Majer,1/17/98,28,Croatia,Midfielder
kevin_paredes,Kevin Paredes,5/7/03,23,USA,Midfielder
mattias_svanberg,Mattias Svanberg,1/5/99,27,Sweden,Midfielder
vini_souza,Vini Souza,6/17/99,26,Brazil,Midfielder
patrick_wimmer,Patrick Wimmer,5/30/01,24,Austria,Midfielder
mohamed_amoura,Mohamed Amoura,5/9/00,26,Algeria,Forward
adam_daghim,Adam Daghim,9/28/05,20,Denmark,Forward
dzenan_pejcinovic,Dzenan Pejcinovic,2/15/05,21,Germany,Forward
kento_shiogai,Kento Shiogai,3/26/05,21,Japan,Forward
jonas_wind,Jonas Wind,2/7/99,27,Denmark,Forward
aaron_zehnter,Aaron Zehnter,10/31/04,21,Germany,Forward
frank_feller,Frank Feller,1/7/04,22,Germany,Goalkeeper
diant_ramaj,Diant Ramaj,9/19/01,24,Germany,Goalkeeper
paul_tschernuth,Paul Tschernuth,1/20/02,24,Austria,Goalkeeper
marnon_busch,Marnon Busch,12/8/94,31,Germany,Defender
jonas_fohrenbach,Jonas Fohrenbach,1/26/96,30,Germany,Defender
adam_kolle,Adam Kolle,4/28/06,20,Germany,Defender
patrick_mainka,Patrick Mainka,11/6/94,31,Germany,Defender
tim_siersleben,Tim Siersleben,3/9/00,26,Germany,Defender
leonidas_stergiou,Leonidas Stergiou,3/3/02,24,Switzerland,Defender
omar_haktab_traore,Omar Haktab Traore,2/4/98,28,Germany,Defender
adrian_beck,Adrian Beck,6/9/97,28,Germany,Midfielder
hennes_behrens,Hennes Behrens,1/19/05,21,Germany,Midfielder
niklas_dorsch,Niklas Dorsch,1/15/98,28,Germany,Midfielder
benedikt_gimber,Benedikt Gimber,2/19/97,29,Germany,Midfielder
luca_kerber,Luca Kerber,3/10/02,24,Germany,Midfielder
julian_niehues,Julian Niehues,4/17/01,25,Germany,Midfielder
jan_schoppner,Jan Schoppner,6/12/99,26,Germany,Midfielder
christian_conteh,Christian Conteh,8/27/99,26,Germany,Forward
sirlord_conteh,Sirlord Conteh,7/9/96,29,Germany,Forward
eren_dinkci,Eren Dinkci,12/13/01,24,Turkey,Forward
mathias_honsak,Mathias Honsak,12/20/96,29,Austria,Forward
arijon_ibrahimovic,Arijon Ibrahimovic,12/11/05,20,Germany,Forward
mikkel_kaufmann_sorensen,Mikkel Kaufmann Sorensen,1/3/01,25,Denmark,Forward
marvin_pieringer,Marvin Pieringer,10/4/99,26,Germany,Forward
stefan_schimmer,Stefan Schimmer,4/28/94,32,Germany,Forward
yannik_wagner,Yannik Wagner,5/9/07,19,Germany,Forward
budu_zivzivadze,Budu Zivzivadze,3/10/94,32,Georgia,Forward
emil_gazdov,Emil Gazdov,9/11/03,22,Canada,Goalkeeper
nikola_vasilj,Nikola Vasilj,12/2/95,30,Bosnia and Herzegovina,Goalkeeper
ben_alexander_voll,Ben Alexander Voll,12/9/00,25,Germany,Goalkeeper
tomoya_ando,Tomoya Ando,1/10/99,27,Japan,Defender
karol_mets,Karol Mets,5/16/93,33,Estonia,Defender
david_nemeth,David Nemeth,3/18/01,25,Austria,Defender
louis_oppie,Louis Oppie,5/17/02,24,Germany,Defender
lars_ritzka,Lars Ritzka,5/7/98,28,Germany,Defender
jannik_robatsch,Jannik Robatsch,12/28/04,21,Austria,Defender
manolis_saliakas,Manolis Saliakas,9/12/96,29,Greece,Defender
fin_stevens,Fin Stevens,4/10/03,23,Wales,Defender
hauke_wahl,Hauke Wahl,4/15/94,32,Germany,Defender
adam_dzwigala,Adam Dzwigala,9/25/95,30,Poland,Midfielder
joel_fujita,Joel Fujita,2/16/02,24,Japan,Midfielder
jackson_irvine,Jackson Irvine,3/7/93,33,Australia,Midfielder
mathias_pereira_lage,Mathias Pereira Lage,11/30/96,29,France,Midfielder
arkadiusz_pyrka,Arkadiusz Pyrka,9/20/02,23,Poland,Midfielder
mathias_rasmussen,Mathias Rasmussen,11/25/97,28,Norway,Midfielder
james_sands,James Sands,7/6/00,25,USA,Midfielder
nick_schmidt,Nick Schmidt,9/12/07,18,Japan,Midfielder
eric_smith,Eric Smith,1/8/97,29,Sweden,Midfielder
romeo_aigbekaen,Romeo Aigbekaen,6/22/04,21,Germany,Forward
abdoulie_ceesay,Abdoulie Ceesay,1/5/04,22,Gambia,Forward
taichi_hara,Taichi Hara,5/5/99,27,Japan,Forward
andreas_hountondji,Andreas Hountondji,7/11/02,23,Benin,Forward
ricky_jade_jones,Ricky-Jade Jones,11/8/02,23,England,Forward
martijn_kaars,Martijn Kaars,3/5/99,27,Netherlands,Forward
connor_metcalfe,Connor Metcalfe,11/5/99,26,Australia,Forward
danel_sinani,Danel Sinani,4/5/97,29,Luxembourg,Forward
